row_type,model,display_name,threshold,metric,value,fpr,tpr,precision,recall,tn,fp,fn,tp,accuracy,f1,ms_per_frame
precision_recall_point,original,SIRCH original (epoch 4),0.0016384669579565525,pr_point_66,,,,0.5609756097560976,1.0,,,,,,,
precision_recall_point,original,SIRCH original (epoch 4),0.0016459164908155799,pr_point_67,,,,0.5620300751879699,1.0,,,,,,,
precision_recall_point,original,SIRCH original (epoch 4),0.0016655790386721492,pr_point_68,,,,0.5630885122410546,1.0,,,,,,,
precision_recall_point,original,SIRCH original (epoch 4),0.0017554940422996879,pr_point_69,,,,0.5641509433962264,1.0,,,,,,,
precision_recall_point,original,SIRCH original (epoch 4),0.0017822819063439965,pr_point_70,,,,0.5652173913043478,1.0,,,,,,,
precision_recall_point,original,SIRCH original (epoch 4),0.001835153205320239,pr_point_71,,,,0.5662878787878788,1.0,,,,,,,
precision_recall_point,original,SIRCH original (epoch 4),0.0018649589037522674,pr_point_72,,,,0.5673624288425048,1.0,,,,,,,
precision_recall_point,original,SIRCH original (epoch 4),0.0018810423789545894,pr_point_73,,,,0.5684410646387833,1.0,,,,,,,
precision_recall_point,original,SIRCH original (epoch 4),0.001906404155306518,pr_point_74,,,,0.5695238095238095,1.0,,,,,,,
precision_recall_point,original,SIRCH original (epoch 4),0.0019199054222553968,pr_point_75,,,,0.5706106870229007,1.0,,,,,,,
precision_recall_point,original,SIRCH original (epoch 4),0.0019526733085513115,pr_point_76,,,,0.5717017208413002,1.0,,,,,,,
precision_recall_point,original,SIRCH original (epoch 4),0.0020406378898769617,pr_point_77,,,,0.5727969348659003,1.0,,,,,,,
precision_recall_point,original,SIRCH original (epoch 4),0.0020605449099093676,pr_point_78,,,,0.5738963531669866,1.0,,,,,,,
precision_recall_point,original,SIRCH original (epoch 4),0.002076471922919154,pr_point_79,,,,0.575,1.0,,,,,,,
precision_recall_point,original,SIRCH original (epoch 4),0.0022043806966394186,pr_point_80,,,,0.5761078998073218,1.0,,,,,,,
precision_recall_point,original,SIRCH original (epoch 4),0.0022751365322619677,pr_point_81,,,,0.5772200772200772,1.0,,,,,,,
precision_recall_point,original,SIRCH original (epoch 4),0.0022910272236913443,pr_point_82,,,,0.5783365570599613,1.0,,,,,,,
precision_recall_point,original,SIRCH original (epoch 4),0.0023371530696749687,pr_point_83,,,,0.5794573643410853,1.0,,,,,,,
precision_recall_point,original,SIRCH original (epoch 4),0.002548291813582182,pr_point_84,,,,0.5805825242718446,1.0,,,,,,,
precision_recall_point,original,SIRCH original (epoch 4),0.0026599764823913574,pr_point_85,,,,0.5817120622568094,1.0,,,,,,,
precision_recall_point,original,SIRCH original (epoch 4),0.0026627101469784975,pr_point_86,,,,0.5828460038986355,1.0,,,,,,,
precision_recall_point,original,SIRCH original (epoch 4),0.0027325479313731194,pr_point_87,,,,0.583984375,1.0,,,,,,,
precision_recall_point,original,SIRCH original (epoch 4),0.002784260781481862,pr_point_88,,,,0.5851272015655578,1.0,,,,,,,
precision_recall_point,original,SIRCH original (epoch 4),0.0028360995929688215,pr_point_89,,,,0.5862745098039216,1.0,,,,,,,
precision_recall_point,original,SIRCH original (epoch 4),0.002923686057329178,pr_point_90,,,,0.587426326129666,1.0,,,,,,,
precision_recall_point,original,SIRCH original (epoch 4),0.0032266515772789717,pr_point_91,,,,0.5885826771653543,1.0,,,,,,,
precision_recall_point,original,SIRCH original (epoch 4),0.0032612946815788746,pr_point_92,,,,0.5897435897435898,1.0,,,,,,,
precision_recall_point,original,SIRCH original (epoch 4),0.0035366590600460768,pr_point_93,,,,0.5909090909090909,1.0,,,,,,,
